state_name,lead_day,valid_time,latitude,longitude,rfs,normal,deviation,temperature_C,r2,pressure_hPa,wind_speed,wind_direction,previous_error_mean,previous_bust_rate,bust_probability,stress_score,confidence,risk_reasons
Himachal Pradesh,1,2026-08-28,31.0,77.25,0.0,8.422258064516129,-100.0,17.25,69.4,1006.1917,1.7101805,56.743725,2.882648503172014,0.025013594344752584,0.017458941286563515,4.783100346532018,HIGH CONFIDENCE,Weather conditions relatively stable
Himachal Pradesh,2,2026-08-29,31.0,77.25,0.0,8.422258064516129,-100.0,18.550018,67.9,1005.00055,1.7778969,39.466656,2.882648503172014,0.025013594344752584,0.017458941286563515,4.430672470908911,HIGH CONFIDENCE,Weather conditions relatively stable
Himachal Pradesh,3,2026-08-30,31.0,77.25,0.0,8.422258064516129,-100.0,19.114563,67.9,1004.8155,1.2112554,33.17048,2.882648503172014,0.025013594344752584,0.017458941286563515,4.241791964005978,HIGH CONFIDENCE,Weather conditions relatively stable
Himachal Pradesh,4,2026-08-31,31.0,77.25,0.0,8.422258064516129,-100.0,19.448853,70.8,1004.82806,1.3399248,23.14587,2.882648503172014,0.025013594344752584,0.017458941286563515,5.0096820951069905,HIGH CONFIDENCE,Weather conditions relatively stable
Himachal Pradesh,5,2026-09-01,31.0,77.25,0.0,4.4623333333333335,-100.0,19.31186,75.1,1004.56024,1.7828796,344.79785,2.882648503172014,0.025013594344752584,0.013526803212255934,6.075047232336594,HIGH CONFIDENCE,Weather conditions relatively stable
Himachal Pradesh,6,2026-09-02,31.0,77.25,0.5,4.4623333333333335,-88.79509972361245,18.011322,92.2,1008.233,1.0746012,150.9357,2.882648503172014,0.025013594344752584,0.0236543884409593,11.129297750584053,HIGH CONFIDENCE,Very high humidity
Himachal Pradesh,7,2026-09-03,31.0,77.25,0.0,4.4623333333333335,-100.0,16.212128,90.2,1008.15173,1.7032506,100.05605,2.882648503172014,0.025013594344752584,0.013526803212255934,9.823504040143682,HIGH CONFIDENCE,Very high humidity
Himachal Pradesh,8,2026-09-04,31.0,77.25,0.0,4.4623333333333335,-100.0,16.073029,82.3,1008.7237,1.7670015,71.801155,2.882648503172014,0.025013594344752584,0.013526803212255934,7.869755566246106,HIGH CONFIDENCE,Weather conditions relatively stable
Himachal Pradesh,9,2026-09-05,31.0,77.25,0.0,4.4623333333333335,-100.0,16.083801,81.4,1009.7961,1.5226476,77.41419,2.882648503172014,0.025013594344752584,0.013526803212255934,7.563303779936625,HIGH CONFIDENCE,Weather conditions relatively stable
Himachal Pradesh,10,2026-09-06,31.0,77.25,0.0,4.4623333333333335,-100.0,16.669983,88.5,1009.96704,1.5186608,94.98689,2.882648503172014,0.025013594344752584,0.013526803212255934,9.33697437507589,HIGH CONFIDENCE,Weather conditions relatively stable
Jharkhand,1,2026-08-28,23.5,85.25,0.1875,10.413225806451612,-98.19940522288653,23.149994,97.4,1002.64575,2.9622128,323.0678,5.4901774507402665,0.08225187351489673,0.04111022002058163,14.655663021396695,HIGH CONFIDENCE,Very high humidity
Jharkhand,2,2026-08-29,23.5,85.25,11.875,10.413225806451612,14.037669217186592,23.550018,97.0,1002.94055,4.1610045,313.46738,5.4901774507402665,0.08225187351489673,0.15829845078230984,26.46966363747467,HIGH CONFIDENCE,Very high humidity
Jharkhand,3,2026-08-30,23.5,85.25,23.625,10.413225806451612,126.87494191629753,22.41455,98.4,1002.97144,3.1702335,321.8739,5.4901774507402665,0.08225187351489673,0.438425294316364,44.55786346294832,MEDIUM CONFIDENCE,Elevated ML bust risk | Rainfall forecast well above normal | Very high humidity
Jharkhand,4,2026-08-31,23.5,85.25,0.0,10.413225806451612,-100.0,21.74887,95.4,1003.20807,4.6286993,319.54538,5.4901774507402665,0.08225187351489673,0.03206717926840454,14.239914515361873,HIGH CONFIDENCE,Very high humidity
Jharkhand,5,2026-09-01,23.5,85.25,13.875,8.064,72.06101190476191,21.411865,98.2,1003.33026,4.8656573,322.12067,5.4901774507402665,0.08225187351489673,0.2751982855869782,34.949350646755086,MEDIUM CONFIDENCE,Elevated ML bust risk | Rainfall forecast well above normal | Very high humidity
Jharkhand,6,2026-09-02,23.5,85.25,4.1875,8.064,-48.07167658730159,22.31134,98.9,1003.165,3.5872083,343.01385,5.4901774507402665,0.08225187351489673,0.07112762141316126,19.41011847569874,HIGH CONFIDENCE,Very high humidity
Jharkhand,7,2026-09-03,23.5,85.25,1.25,8.064,-84.49900793650794,22.41211,98.6,1002.37976,2.976693,45.06113,5.4901774507402665,0.08225187351489673,0.04487626786074718,15.920996720677522,HIGH CONFIDENCE,Very high humidity
Jharkhand,8,2026-09-04,23.5,85.25,0.0,8.064,-100.0,20.973022,98.2,1004.5517,3.0941024,114.80632,5.4901774507402665,0.08225187351489673,0.02794930059026231,14.26366552972567,HIGH CONFIDENCE,Very high humidity
Jharkhand,9,2026-09-05,23.5,85.25,0.0,8.064,-100.0,20.783783,96.7,1006.17413,2.3738286,157.82266,5.4901774507402665,0.08225187351489673,0.02794930059026231,13.648573907849906,HIGH CONFIDENCE,Very high humidity
Jharkhand,10,2026-09-06,23.5,85.25,0.0,8.064,-100.0,21.669983,96.0,1008.025,2.5815618,187.05536,5.4901774507402665,0.08225187351489673,0.02794930059026231,13.542819063005565,HIGH CONFIDENCE,Very high humidity
Karnataka,1,2026-08-28,15.25,75.75,0.0,7.010322580645162,-100.0,21.850006,83.1,1010.9458,8.458154,263.87708,17.577921094435382,0.2978067790465833,0.032877387697612365,18.464300888524583,HIGH CONFIDENCE,Frequent historical forecast busts
Karnataka,2,2026-08-29,15.25,75.75,0.0,7.010322580645162,-100.0,20.75,90.2,1011.3486,7.3583846,256.66257,17.577921094435382,0.2978067790465833,0.032877387697612365,19.87271114711576,HIGH CONFIDENCE,Frequent historical forecast busts | Very high humidity
Karnataka,3,2026-08-30,15.25,75.75,0.0625,7.010322580645162,-99.1084575740843,21.91455,83.1,1011.69946,7.3622723,259.8603,17.577921094435382,0.2978067790465833,0.032877387697612365,18.15102314686729,HIGH CONFIDENCE,Frequent historical forecast busts
